ORIGINAL FLAVORS CHEWS, GREEN APPLE, WATERMELON, CHERRY, BLUE RASPBERRY|Leaf, Inc.|1.84
CHOCOLATE CHIP CRUNCHY COOKIES, CHOCOLATE CHIP|Lenny and Larry's|4.61
BISCAFE MY COFFEE CARAMELIZED BISCUIT|Lieber Chocolate and Food Products Co.|4.61
SPANISH RICE & PASTA BLEND WITH BELL PEPPERS IN A SWEET TOMATO SAUCE, SPANISH|Lipton|2.76
MATCHA, MATE, MINT CLEANSE FINELY GROUND TEA WITH PROBIOTICS SACHETS, MATCHA, MATE, MINT|Lipton|10.81
HIBISCUS, MATE, VITAMIN C GLOW FINELY GROUND HERBAL TEA WITH PROBIOTICS SACHETS, HIBISCUS, MATE|Lipton|10.81
THOUSAND ISLAND DRESSING & DIP, THOUSAND ISLAND|Litehouse Inc.|2.95
LINDT, LINDOR, ASSORTED CHOCOLATE TRUFFLES, PEPPERMINT|Lindt and Sprungli (Schweiz) AG|9.61
GINGER & ORANGE HERBAL TEA WITH TURMERIC CAFFEINE FREE TEA BAGS, GINGER & ORANGE HERBAL TEA WITH TURMERIC|Lipton|3.70
WISH-BONE, THOUSAND ISLAND DRESSING, THOUSAND ISLAND, THOUSAND ISLAND|Lipton|2.95
PARMESAN PESTO FLAVOR PENNE IN A PARMESAN PESTO FLAVORED SAUCE, PARMESAN PESTO|Lipton|4.03
RED BEANS & RICE & PASTA BLEND WITH RED BEANS, BELL PEPPERS & CAJUN SPICES, RED BEANS & RICE|Lipton|4.03
MANDARIN ORANGE FLAVOR GREEN TEA BAGS, MANDARIN ORANGE|Lipton|3.70
BERRY HIBISCUS FLAVOR LUSCIOUS HERBAL TEA BAGS, BERRY HIBISCUS|Lipton|3.70
PEANUT CLUSTER PROTEIN BAR, PEANUT CLUSTER|Lifestyle Evolution, Inc.|3.33
BLONDIE BAR SOFT BAKED DELICIOUS TREAT BARS, BLONDIE BAR|Lifestyle Evolution, Inc.|3.33
DARK CHOCOLATE CARAMEL LOWER SUGAR PROTEIN BAR, DARK CHOCOLATE CARAMEL|Lifestyle Evolution, Inc.|3.33
CHICKEN FLAVORED BROWN RICE WITH CARROT & SPRING ONION, CHICKEN|Lee Kum Kee Co. Ltd.|4.03
LESS SODIUM SOY SAUCE|Lee Kum Kee Co. Ltd.|1.19
LEE KUM KEE, SPARE RIB SAUCE|Lee Kum Kee Co. Ltd.|1.19
ORIGINAL FLAVORS CHEWS, GREEN APPLE, WATERMELON, CHERRY, BLUE RASPBERRY|Leaf, Inc.|1.84
CHOCOLATE CHIP CRUNCHY COOKIES, CHOCOLATE CHIP|Lenny and Larry's|4.61
BISCAFE MY COFFEE CARAMELIZED BISCUIT|Lieber Chocolate and Food Products Co.|4.61
SPANISH RICE & PASTA BLEND WITH BELL PEPPERS IN A SWEET TOMATO SAUCE, SPANISH|Lipton|39.03
ICE CREAM, PUMPKIN PIE|Lowe's Food Stores, Inc.|4.52
CHICKEN BROTH|Lunds Inc|5.04
WHOLE GRAIN MINI BAGUETTE, WHOLE GRAIN|Lunds Inc|1.41
CHOCOLATE GELATO, PEANUT BUTTER|Lunds Inc|4.52
DEGLET NOOR DATES ORGANIC DRIED OOH-LA-LUSCIOUS SUPERSNACKS, DEGLET NOOR DATES|Made In Nature, Inc.|4.19
LINDT, DARK CHOCOLATE|Lindt and Sprungli (Schweiz) AG|9.61
FARM FRIENDS MILK CHOCOLATE EGGS|Lindt and Sprungli (Schweiz) AG|9.61
NATURAL APPLE RINGS, APPLE|Lineberry Vine Company|4.19
ORIGINAL BEEF TENDER BITES, ORIGINAL|Link Snacks, Inc.|7.48
SAUSAGES MADE WITH PREMIUM CUTS OF BEEF & PORK, TERIYAKI|Link Snacks, Inc.|10.71
ORIGINAL BEEF STICKS, ORIGINAL|Link Snacks, Inc.|7.48
PREMIUM CUTS OF BEEF JERKY MEAT SNACK, 7-SELECT BOLD CRACKED PEPPER|Link Snacks, Inc.|7.48
LINDT, LINDOR CHOCOLATE TRUFFLES, ASSORTED, ASSORTED|Lindt and Sprungli (Schweiz) AG|9.61
LINDT, LINDOR CHOCOLATE TRUFFLES, ASSORTED, ASSORTED|Lindt and Sprungli (Schweiz) AG|9.61
TERIYAKI BEEF JERKY|Link Snacks, Inc.|7.48
BISCAFE MY COFFEE CARAMELIZED BISCUIT|Lieber Chocolate and Food Products Co.|4.61
CHOCOLATE CHIP CRUNCHY COOKIES, CHOCOLATE CHIP|Lenny and Larry's|4.61
ORGANIC RAVIOLI PASTA, TOMATO, MOZZARELLA|Mahco Inc|1.32
BUTTERNUT SQUASH & CARAMELIZED ONIONS RAVIOLI, BUTTERNUT SQUASH & CARAMELIZED ONIONS|Mahco Inc|1.32
CREAMY CHICKEN & DUMPLINGS BOWL TENDER CHICKEN BREAST AND DUMPLINGS WITH VEGETABLES IN A CREAMY STEW SAUCE, CREAMY CHICKEN & DUMPLINGS|Marie Callender's Retail Foods|4.03
CRUSHED TOMATOES WITH BASIL, CRUSHED TOMATOES|Market Basket Inc.|0.61
TENDER GINGER BEEF & BROCCOLI TENDER BEEF WITH BROCCOLI IN A SAVORY SAUCE OVER RICE BOWL, TENDER GINGER BEEF & BROCCOLI|Marie Callender's Retail Foods|4.03
CHEESE RAVIOLI|Mahco Inc|1.32
LASAGNA WITH MEAT SAUCE FRESHLY MADE LASAGNA LAYERED WITH A RICH TOMATO MEAT SAUCE AND TOPPED WITH REAL MOZZARELLA CHEESE, LASAGNA WITH MEAT SAUCE|Marie Callender's Retail Foods|4.03
KEY LIME MINI PIE, KEY LIME|Marie Callender's Retail Foods|2.07
TORTELLINI PESTO CHEESE|Mahco Inc|1.32
SOUR POPPERS|Market Basket Inc.|1.84
CHOCOLATE GELATO, PEANUT BUTTER|Lunds Inc|4.52
DEGLET NOOR DATES ORGANIC DRIED OOH-LA-LUSCIOUS SUPERSNACKS, DEGLET NOOR DATES|Made In Nature, Inc.|4.19
ORGANIC FRUIT & NUT SNACKS, POMEGRANATE GINGER|Made In Nature, Inc.|4.19
FIGGY POPS APPLE CINNAMON SUPERSNACKS, ORGANIC UNBAKED ENERGY BALLS, APPLE CINNAMON|Made In Nature, Inc.|7.48
CHUNKS OF SHRIMP & MAINE LOBSTER AND A BLEND OF CHEESES WRAPPED IN THIN PASTA RAVIOLI, SHRIMP & LOBSTER|Mahco Inc|1.32
ORGANIC DRIED PLUMS WELL PRUNED SUPERSNACKS|Made In Nature, Inc.|4.19
LASAGNA WITH MEAT SAUCE FRESHLY MADE LASAGNA LAYERED WITH A RICH TOMATO MEAT SAUCE AND TOPPED WITH REAL MOZZARELLA CHEESE, LASAGNA WITH MEAT SAUCE|Marie Callender's Retail Foods|4.03
KEY LIME MINI PIE, KEY LIME|Marie Callender's Retail Foods|2.07
TORTELLINI PESTO CHEESE|Mahco Inc|1.32
SOUR POPPERS|Market Basket Inc.|1.84
GLAZED DONUT STICKS, GLAZED|McKee Foods Corporation|1.85
CHRISTMAS TREE SNACK CAKES|McKee Foods Corporation|1.85
ENCHILADA SAUCE SPICES & SEASONINGS MIX, ENCHILADA SAUCE|McCormick and Company, Inc.|39.03
PASTRIES|McKee Foods Corporation|6.63
APPLE FRUIT PIES, APPLE|McKee Foods Corporation|1.85
SEASONED ROAST BEEF, SEASONED|Meijer, Inc.|10.71
ORGANIC FRUIT & NUT SNACKS, POMEGRANATE GINGER|Made In Nature, Inc.|4.19
FIGGY POPS APPLE CINNAMON SUPERSNACKS, ORGANIC UNBAKED ENERGY BALLS, APPLE CINNAMON|Made In Nature, Inc.|7.48
CHUNKS OF SHRIMP & MAINE LOBSTER AND A BLEND OF CHEESES WRAPPED IN THIN PASTA RAVIOLI, SHRIMP & LOBSTER|Mahco Inc|1.32
ORGANIC DRIED PLUMS WELL PRUNED SUPERSNACKS|Made In Nature, Inc.|4.19
LASAGNE SHEETS|Mahco Inc|1.32
ASPARAGUS RAVIOLI|Mahco Inc|1.32
BLEND OF MOZZARELLA & CREAMY RICOTTA CHEESE RAVIOLI, MOZZARELLA CHEESE|Mahco Inc|1.32
SPARTAN, MILD CHEDDAR CHEESE, MILD, MILD|McIlhenny Company|18.11
CONDENSED SOUP, TOMATO|McIlhenny Company|5.04
LONG GRAIN & WILD RICE MIX|McIlhenny Company|4.03
ALLENS, WHITE HOMINY|McCall Farms Inc|0.92
ALLENS, GARBANZO BEANS|McCall Farms Inc|1.11
MILK CHOCOLATE FILLED WITH MINI MARSHMALLOWS, MINI MARSHMALLOWS|Maud Borup, Inc.|9.61
LEAF TURNIP GREENS|McCall Farms Inc|0.92
BLACKEYE PEAS WITH BACON|McCall Farms Inc|1.11
SAUCE & COATING MIX, SWEET & SOUR|McCormick and Company, Inc.|2.05
SWEET BASIL, CITRUS & GARLIC RUB, SWEET BASIL, CITRUS & GARLIC|McCormick and Company, Inc.|39.03
ZESTY SEAFOOD WITH OLD BAY SEASONING 30 MINUTE MARINADE, ZESTY SEAFOOD|McCormick and Company, Inc.|39.03
STIR-FRY SAUCE & MARINADE|Litehouse Inc.|1.19
SWIRLED FROSTED SUGAR COOKIES, BLUEBERRY CREME|Lofthouse Foods|4.61
DELICIOUS COOKIES|Lofthouse Foods|4.61
LUNDS & BYERLYS, JELLY BELLY BEANS CONFECTIONS|Lunds Inc|1.84
STRAWBERRY FRUIT ON THE BOTTOM GREEK NONFAT YOGURT, STRAWBERRY|Market Basket Inc.|1.95
CRYSTAL FARMS, WISCONSIN ROMANO CHEESE|Milton G. Waldbaum Company|18.11
100% WHOLE WHEAT BURRITO FLOUR TORTILLAS, 100% WHOLE WHEAT|Mission Foods Inc|4.03
RISERVA PORCINI MUSHROOMS & WHITE TRUFFLE OIL SAUCE, PORCINI MUSHROOMS & WHITE TRUFFLE OIL|Mizkan America, Inc.|1.23
FOUR CHEESE ROSA SAUCE, FOUR CHEESE ROSA|Mizkan America, Inc.|1.23
ORGANIC OLIVE OIL, BASIL & GARLIC SAUCE|Mizkan America, Inc.|1.23
SPICY MARINARA PASTA SAUCE WITH HEARTY VEGETABLES, SPICY MARINARA|Mizkan America, Inc.|1.23
MILK CHOCOLATE SEA SALT CARAMELS THINS, MILK CHOCOLATE SEA SALT CARAMELS|Morley Candy Makers Inc.|1.84
ALLENS, WHITE HOMINY|McCall Farms Inc|0.92
ALLENS, GARBANZO BEANS|McCall Farms Inc|1.11
MILK CHOCOLATE FILLED WITH MINI MARSHMALLOWS, MINI MARSHMALLOWS|Maud Borup, Inc.|9.61
LEAF TURNIP GREENS|McCall Farms Inc|0.92
PREMIUM CRAFT BEER BRATS|Nash Finch Company|10.71
BITTERSWEET CHOCOLATE ORGANIC CHIPS, BITTERSWEET CHOCOLATE|New Seasons Market, LLC|1.14
CHERRY ORGANIC LEMONADE, CHERRY|New Seasons Market, LLC|2.06
MULTI GRAIN TORTILLA CHIPS, MULTI GRAIN|New Seasons Market, LLC|3.99
WHOLE PSYLLIUM SOLUBLE FIBER HUSKS|Now Health Group Inc.|1.81
CREME FILLED GINGER COOKIES, GINGER 'N CREME|Newman's Own, Inc.|4.61
CRUNCHIN' CHILI & CHEESE FLAVOR FILLED CRACKERS, CRUNCHIN' CHILI & CHEESE|Nabisco Biscuit Company|1.81
CHEDDAR TOASTED CHIPS, CHEDDAR|Nabisco Biscuit Company|3.99
CHILI LIME PEANUTS, CHILI LIME|Nabisco Food Company|4.19
THIN & CRISPY BUFFALO STYLE CHICKEN PIZZA|Newman's Own, Inc.|4.03
LIGHT BALSAMIC VINAIGRETTE, LIGHT BALSAMIC|Newman's Own, Inc.|2.95
PEARS HALVES|Nordic Tooling Company|4.19
AGAR POWDER|Now Health Group Inc.|1.24
PEPPERED BEEF JERKY|Oberto Sausage Company|7.48
TRAIL MIX, ORIGINAL BEEF|Oberto Sausage Company|4.19
DATE SUGAR, DATE|Now Health Group Inc.|1.41
LIQUID SWEETENER, TROPICAL FRUIT|Now Health Group Inc.|1.41
AVOCADO OIL|Now Health Group Inc.|5.44
PULLED PORK JERKY, SMOKE|Oberto Sausage Company|7.48
TERIYAKI BITE SIZE SMOKED SAUSAGE STICKS, TERIYAKI|Oberto Sausage Company|7.48
CLASSICS THIN STYLE BEEF JERKY, ORIGINAL|Oberto Sausage Company|7.48
PEPPERED BEEF JERKY, PEPPERED|Oberto Sausage Company|7.48
TERIYAKI BEEF JERKY, SMOKE|Oberto Sausage Company|7.48
TRAIL MIX, TERIYAKI CHICKEN|Oberto Sausage Company|4.19
OLD DUTCH, AIR POPPED POPCORN, CHEDDAR BACON, CHEDDAR BACON|Old Dutch Foods Inc|4.19
POTATO CHIPS, ORIGINAL|Old Dutch Foods Inc|3.99
ORANGE TANGERINE 100% JUICE BLEND, ORANGE TANGERINE|Old Orchard Brands LLC.|1.09
100% CRANBERRY JUICE BLEND, WITH ADDED INGREDIENTS, FROZEN CONCENTRATE, CRANBERRY BLEND|Old Orchard Brands LLC.|3.15
COCKTAIL PEP SMOKED SAUSAGE STICKS, COCKTAIL PEP|Oberto Sausage Company|7.48
RUBY RED GRAPEFRUIT REDUCED SUGAR JUICE COCKTAIL FROM CONCENTRATE, RUBY RED GRAPEFRUIT|Old Orchard Brands LLC.|1.09
CREAMY UNSWEETENED SALT FREE TAHINI, CREAMY UNSWEETENED|Once Again Nut Butter Collective, Inc.|2.39
CLOVER PURE RAW HONEY, CLOVER|Once Again Nut Butter Collective, Inc.|1.14
CRUNCHY UNSWEETENED PEANUT BUTTER, CRUNCHY UNSWEETENED|Once Again Nut Butter Collective, Inc.|2.39
COUNTRY STYLE LEMONADE FROM CONCENTRATE, COUNTRY STYLE|Old Orchard Brands LLC.|2.06
CREAMY UNSWEETENED & ROASTED SALT FREE ALMOND BUTTER, CREAMY UNSWEETENED & ROASTED|Once Again Nut Butter Collective, Inc.|2.39
PROTEIN BAR|Orgain, Inc.|3.33
CHILE LIMON TORTILLA CHIPS, CHILE LIMON|Mission Foods Inc|3.99
COCKTAIL PEP SMOKED SAUSAGE STICKS, COCKTAIL PEP|Oberto Sausage Company|7.48
RUBY RED GRAPEFRUIT REDUCED SUGAR JUICE COCKTAIL FROM CONCENTRATE, RUBY RED GRAPEFRUIT|Old Orchard Brands LLC.|1.09
CREAMY UNSWEETENED SALT FREE TAHINI, CREAMY UNSWEETENED|Once Again Nut Butter Collective, Inc.|2.39
CLOVER PURE RAW HONEY, CLOVER|Once Again Nut Butter Collective, Inc.|1.14
CRUNCHY UNSWEETENED PEANUT BUTTER, CRUNCHY UNSWEETENED|Once Again Nut Butter Collective, Inc.|2.39
COUNTRY STYLE LEMONADE FROM CONCENTRATE, COUNTRY STYLE|Old Orchard Brands LLC.|2.06
CREAMY UNSWEETENED & ROASTED SALT FREE ALMOND BUTTER, CREAMY UNSWEETENED & ROASTED|Once Again Nut Butter Collective, Inc.|2.39
PROTEIN BAR|Orgain, Inc.|3.33
ORGANIC STRAWBERRY NUTRITIONAL SHAKE, STRAWBERRY|Orgain, Inc.|2.26
CREAMY CHOCOLATE FLAVOR NUTRITIONAL PROTEIN SHAKE, CREAMY CHOCOLATE|Orgain, Inc.|2.26
WHOLE PSYLLIUM SOLUBLE FIBER HUSKS|Now Health Group Inc.|1.81
CREME FILLED GINGER COOKIES, GINGER 'N CREME|Newman's Own, Inc.|4.61
CRUNCHIN' CHILI & CHEESE FLAVOR FILLED CRACKERS, CRUNCHIN' CHILI & CHEESE|Nabisco Biscuit Company|1.81
CHEDDAR TOASTED CHIPS, CHEDDAR|Nabisco Biscuit Company|3.99
CHILI LIME PEANUTS, CHILI LIME|Nabisco Food Company|4.19
THIN & CRISPY BUFFALO STYLE CHICKEN PIZZA|Newman's Own, Inc.|4.03
LIGHT BALSAMIC VINAIGRETTE, LIGHT BALSAMIC|Newman's Own, Inc.|2.95
PEARS HALVES|Nordic Tooling Company|4.19
DATE SUGAR, DATE|Now Health Group Inc.|1.41
CHILE LIMON TORTILLA CHIPS, CHILE LIMON|Mission Foods Inc|3.99
COCKTAIL PEP SMOKED SAUSAGE STICKS, COCKTAIL PEP|Oberto Sausage Company|7.48
RUBY RED GRAPEFRUIT REDUCED SUGAR JUICE COCKTAIL FROM CONCENTRATE, RUBY RED GRAPEFRUIT|Old Orchard Brands LLC.|1.09
CREAMY UNSWEETENED SALT FREE TAHINI, CREAMY UNSWEETENED|Once Again Nut Butter Collective, Inc.|2.39
CLOVER PURE RAW HONEY, CLOVER|Once Again Nut Butter Collective, Inc.|0.61
BEEF ENRICHED BUNS|Perfection Bakeries, Inc.|1.41
PIGGLY WIGGLY, PASTEURIZED CHEESE SNACK, CHEDDAR, CHEDDAR|Piggly Wiggly Company|18.11
CANDY & DISPENSER|Pez Candy, Inc.|1.84
CRYSTAL FARMS, WISCONSIN ROMANO CHEESE|Milton G. Waldbaum Company|18.11
100% WHOLE WHEAT BURRITO FLOUR TORTILLAS, 100% WHOLE WHEAT|Mission Foods Inc|4.03
RISERVA PORCINI MUSHROOMS & WHITE TRUFFLE OIL SAUCE, PORCINI MUSHROOMS & WHITE TRUFFLE OIL|Mizkan America, Inc.|1.23
FOUR CHEESE ROSA SAUCE, FOUR CHEESE ROSA|Mizkan America, Inc.|1.23
ORGANIC OLIVE OIL, BASIL & GARLIC SAUCE|Mizkan America, Inc.|1.23
SPICY MARINARA PASTA SAUCE WITH HEARTY VEGETABLES, SPICY MARINARA|Mizkan America, Inc.|1.23
MILK CHOCOLATE SEA SALT CARAMELS THINS, MILK CHOCOLATE SEA SALT CARAMELS|Morley Candy Makers Inc.|1.84
SPICY THAI SEASONED TENDER CUTS TURKEY JERKY, SPICY THAI SEASONED|Monogram Meat Snacks, LLC|7.48
MILK CHOCOLATE HONEY ALMOND CARAMEL MINI BITES, HONEY ALMOND CARAMEL|Morley Candy Makers Inc.|9.61
SANDERS, FRUIT & SNACK DIP, MILK CHOCOLATE, MILK CHOCOLATE|Morley Candy Makers Inc.|1.19
CLASSIC SANDIES SHORTBREAD COOKIES, CLASSIC|Mother's Cake and Cookie Company|4.61
MARKETS OF MEIJER, KALE AND PARMESAN CHEESE DIP|Meijer, Inc.|18.11
AGAR POWDER|Now Health Group Inc.|1.24
PEPPERED BEEF JERKY|Oberto Sausage Company|7.48
TRAIL MIX, ORIGINAL BEEF|Oberto Sausage Company|4.19
OLD DUTCH, AIR POPPED POPCORN, CHEDDAR BACON, CHEDDAR BACON|Old Dutch Foods Inc|4.19
POTATO CHIPS, ORIGINAL|Old Dutch Foods Inc|3.99
ORANGE TANGERINE 100% JUICE BLEND, ORANGE TANGERINE|Old Orchard Brands LLC.|1.09
100% CRANBERRY JUICE BLEND, WITH ADDED INGREDIENTS, FROZEN CONCENTRATE, CRANBERRY BLEND|Old Orchard Brands LLC.|3.15
CHOCOLATE PEANUT BUTTER FLAVORED BROWNIE MIX, CHOCOLATE PEANUT BUTTER|Pinnacle Foods Group LLC|2.15
DUNCAN HINES, GOLDEN SUGAR COOKIES COOKIE MIX|Pinnacle Foods Group LLC|2.15
DUNCAN HINES, PERFECT SIZE, RED VELVET CAKE MIX & CREAM CHEESE FROSTING MIX|Pinnacle Foods Group LLC|2.15
ORIGINAL SNACK CRACKERS|Piggly Wiggly Company|1.81
CALIFORNIA STYLE A BLEND OF BROWN RICE, WHITE QUINOA, AND LENTILS WITH BROCCOLI, GARDEN PEAS, AND SHELLED EDAMAME IN A GARLIC SAUCE POWER BLEND, CALIFORNIA STYLE|Pinnacle Foods Group LLC|4.03
ORIENTAL STIR-FRY SAUCED BROCCOLI, CARROTS, SUGAR SNAP PEAS, PEPPERS, MUSHROOMS & BABY CORN WITH AN ASIAN-STYLE SAUCE, ORIENTAL STIR-FRY|Pinnacle Foods Group LLC|0.61
SEASONED SOUTHWESTERN STYLE RICE WITH CORN, PEPPERS & ONIONS, CORN, PEPPERS & ONIONS|Pinnacle Foods Group LLC|4.03
ORIGINAL RICED CAULIFLOWER, ORIGINAL|Pinnacle Foods Group LLC|0.61
GIANT WHITE WITH WHOLE GRAIN BREAD, WHITE WITH WHOLE GRAIN|Perfection Bakeries, Inc.|1.41
MILK CHOCOLATE ORIGINAL NUTRITION SHAKE, MILK CHOCOLATE|Perrigo Company|17.85
WATERMELON SPEARS|Papa John's Salads and Produce|0.61
BEEF ENRICHED BUNS|Perfection Bakeries, Inc.|1.41
PIGGLY WIGGLY, PASTEURIZED CHEESE SNACK, CHEDDAR, CHEDDAR|Piggly Wiggly Company|18.11
PIMIENTO STUFFED QUEEN OLIVES|Musco Olive Products, Inc.|1.66
IMITATION HONEY SYRUP|Milky Way Int'L Trading Corp|1.91
SLICED MIXED FRUITS IN LIGHT SYRUP, MIXED FRUITS|Milky Way Int'L Trading Corp|1.01
VANILLA LIGHT NONFAT YOGURT, VANILLA|Meijer, Inc.|1.95
PREMIUM ICE CREAM, PEPPERMINT|Meijer, Inc.|4.52
VANILLA FLAVORED ICE CREAM, VANILLA|Meijer, Inc.|4.52
CRYSTAL FARMS, FAT FREE AMERICAN CHEESE|Milton G. Waldbaum Company|18.11
WISCONSIN MARBLE JACK STICKS NATURAL CHEESE, WISCONSIN MARBLE JACK STICKS|Milton G. Waldbaum Company|18.11
CHILE LIMON TORTILLA CHIPS, CHILE LIMON|Mission Foods Inc|3.99
DOUBLE CHOCOLATE MUFFINS WITH DULCE DE LECHE FILLING, DOUBLE CHOCOLATE WITH DULCE DE LECHE FILLING|Meijer, Inc.|6.63
APPLE CINNAMON SQUEEZABLE APPLESAUCE, APPLE CINNAMON|Meijer, Inc.|4.19
SWEET SALAD PEPPERS, SWEET|Mount Olive Pickle Company Inc.|1.66
KOSHER BABY DILLS, KOSHER BABY|Mount Olive Pickle Company Inc.|1.66
CHOCOLATE PEANUT BUTTER FLAVORED BROWNIE MIX, CHOCOLATE PEANUT BUTTER|Pinnacle Foods Group LLC|2.15
DUNCAN HINES, GOLDEN SUGAR COOKIES COOKIE MIX|Pinnacle Foods Group LLC|2.15
DUNCAN HINES, PERFECT SIZE, RED VELVET CAKE MIX & CREAM CHEESE FROSTING MIX|Pinnacle Foods Group LLC|2.15
ORIGINAL SNACK CRACKERS|Piggly Wiggly Company|1.81
CALIFORNIA STYLE A BLEND OF BROWN RICE, WHITE QUINOA, AND LENTILS WITH BROCCOLI, GARDEN PEAS, AND SHELLED EDAMAME IN A GARLIC SAUCE POWER BLEND, CALIFORNIA STYLE|Pinnacle Foods Group LLC|4.03
ORIENTAL STIR-FRY SAUCED BROCCOLI, CARROTS, SUGAR SNAP PEAS, PEPPERS, MUSHROOMS & BABY CORN WITH AN ASIAN-STYLE SAUCE, ORIENTAL STIR-FRY|Pinnacle Foods Group LLC|0.61
SEASONED SOUTHWESTERN STYLE RICE WITH CORN, PEPPERS & ONIONS, CORN, PEPPERS & ONIONS|Pinnacle Foods Group LLC|4.03
ORIGINAL RICED CAULIFLOWER, ORIGINAL|Pinnacle Foods Group LLC|0.61
CHEESE BAKED SNACK CRACKERS, REAL CHEDDAR|Piggly Wiggly Company|1.81
DUNCAN HINES, DECADENT BROWNIE MIX, IRISH CREAM, IRISH CREAM|Pinnacle Foods Group LLC|2.15
ORIGINAL BERRY MEDLEY PIE FILLING & TOPPING, ORIGINAL BERRY MEDLEY|Pinnacle Foods Group LLC|2.05
WISH-BONE, E.V.O.O. DRESSING, GARLIC BASIL ITALIAN, GARLIC BASIL ITALIAN|Pinnacle Foods Group LLC|2.95
COUNTRY WHITE HALF LOAF BREAD, COUNTRY WHITE|Perfection Bakeries, Inc.|1.41
CANDY & DISPENSER|Pez Candy, Inc.|1.84
CANDY|Pez Candy, Inc.|1.84
TOMATO KETCHUP|Piggly Wiggly Company|1.19
CHEWY COOKIE, CHOCOLATE CHIP|Piggly Wiggly Company|4.61
MACARONI & CHEESE DINNER BOWL|Piggly Wiggly Company|4.03
FROZEN BLACKBERRIES|Piggly Wiggly Company|3.15
CARROTS WITH GINGER SOY SAUCE VEGGIE SPIRALS, CARROTS WITH GINGER SOY SAUCE|Pinnacle Foods Group LLC|4.03
CHEESY RANCH CHICKEN WHITE MEAT CHICKEN, PASTA, BROCCOLI, CARROTS AND CORN IN A CREAMY RANCH AND CHEDDAR CHEESE SAUCE, CHEESY RANCH CHICKEN|Pinnacle Foods Group LLC|4.03
EVOL, EGG, UNCURED BACON & CHEESE WITH BELL PEPPERS & POTATO|Pinnacle Foods Group LLC|4.03
SWEET RELISH, SWEET|Pinnacle Foods Group LLC|1.66
SWEET GHERKINS, SWEET|Pinnacle Foods Group LLC|1.66
DRESSING & SEASONING MIX, ROBUSTO ITALIAN|Pinnacle Foods Group LLC|2.95
BEAN & CHEDDAR BURRITO|Pinnacle Foods Group LLC|4.03
KOSHER DILL BABY WHOLES, KOSHER DILL|Pinnacle Foods Group LLC|1.66
ORIGINAL RICED CAULIFLOWER, ORIGINAL|Pinnacle Foods Group LLC|0.61
CHEESE BAKED SNACK CRACKERS, REAL CHEDDAR|Piggly Wiggly Company|1.81
DUNCAN HINES, DECADENT BROWNIE MIX, IRISH CREAM, IRISH CREAM|Pinnacle Foods Group LLC|2.15
ORIGINAL BERRY MEDLEY PIE FILLING & TOPPING, ORIGINAL BERRY MEDLEY|Pinnacle Foods Group LLC|2.05
WISH-BONE, E.V.O.O. DRESSING, GARLIC BASIL ITALIAN, GARLIC BASIL ITALIAN|Pinnacle Foods Group LLC|2.95
COUNTRY WHITE HALF LOAF BREAD, COUNTRY WHITE|Perfection Bakeries, Inc.|1.41
CANDY & DISPENSER|Pez Candy, Inc.|1.84
CANDY|Pez Candy, Inc.|1.84
TOMATO KETCHUP|Piggly Wiggly Company|2.06
BULGARIAN STYLE BUTTERMILK|Prairie Farms Dairy, Inc.|1.67
FRENCH VANILLA PREMIUM ICE CREAM, FRENCH VANILLA|Prairie Farms Dairy, Inc.|4.52
TOOTIE FRUITIES CEREAL, TOOTIE FRUITIES|Post Consumer Brands, LLC|1.61
REDUCED FAT MILK, SPECULOOS COOKIE|Prairie Farms Dairy, Inc.|1.67
SAUS'GE BENNY PLANT-BASED BREAKFAST BOWL, SAUS'GE BENNY|Pinnacle Foods Group LLC|4.03
BBQ ULTIMATE PLANT-BASED CHICK'N WINGS, BBQ|Pinnacle Foods Group LLC|2.77
ULTIMATE PLANT-BASED CHICK'N FILETS, ULTIMATE|Pinnacle Foods Group LLC|55.52
PLANT-BASED MINI CR'B CAKES|Pinnacle Foods Group LLC|2.77
1L VANILLA ZEN SELTZER|POLAR BEVERAGES|2.06
1L BOTTLE CRANBERRY LIME SELTZER|POLAR BEVERAGES|2.06
WILD SOCKEYE SALMON SPINACH & FETA BURGER, WILD SOCKEYE SALMON SPINACH & FETA|Price Chopper Supermarkets|10.48
GOODIES STARLIGHT MINTS, SPEARMINT|Price Chopper Supermarkets|1.84
PASTA SAUCE, TOMATO, GARLIC & ONION|Price Chopper Supermarkets|1.23
SNICKERDOODLE COLLAGEN PEPTIDE DRINK MIX, SNICKERDOODLE|Primal Nutrition|4.00
HONEY MUSTARD VINAIGRETE & MARINADE, HONEY MUSTARD|Primal Nutrition|2.95
DRESSING & SEASONING MIX, ROBUSTO ITALIAN|Pinnacle Foods Group LLC|2.95
BEAN & CHEDDAR BURRITO|Pinnacle Foods Group LLC|4.03
KOSHER DILL BABY WHOLES, KOSHER DILL|Pinnacle Foods Group LLC|1.66
DILL SQUEEZABLE HOMESTYLE RELISH, DILL|Pinnacle Foods Group LLC|1.66
CHIPOTLE GEORGIA STYLE PLANT-BASED CHICK'N WINGS, CHIPOTLE GEORGIA STYLE|Pinnacle Foods Group LLC|2.77
